"countyFIPS","stateFIPS","2000_Food_Average","2000_Food_at_Home_Average","2000_Meat_Poultry_Fish_Eggs_Average","2000_Fruit_Vegetables_Average","2000_Food_Away_from_Home_Average","2010_Food_Average","2010_Food_at_Home_Average","2010_Meat_Poultry_Fish_Eggs_Average","2010_Fruit_Vegetables_Average","2010_Food_Away_from_Home_Average","2000_Bakery_Cereal_Products_Average","2000_Flour_Average","2000_Rice_Average","2000_Pasta_Cornmeal_Other_Cereal_Products_Average","2000_Bread_Average","2000_Beef_Average","2000_Pork_Average","2000_Poultry_Average","2000_Seafood_Average","2000_Eggs_Average","2000_Dairy_Products_Average","2000_Lunch_Away_from_Home_Average","2000_Dinner_Away_from_Home_Average","2000_Breakfast_and_Brunch_Away_from_Home_Average","2000_Alcoholic_Beverages_Average","2010_Bakery_Cereal_Products_Average","2010_Flour_Average","2010_Rice_Average","2010_Pasta_Cornmeal_Other_Cereal_Products_Average","2010_Bread_Average","2010_Beef_Average","2010_Pork_Average","2010_Poultry_Average","2010_Seafood_Average","2010_Eggs_Average","2010_Dairy_Products_Average","2010_Lunch_Away_from_Home_Average","2010_Dinner_Away_from_Home_Average","2010_Breakfast_and_Brunch_Away_from_Home_Average","2010_Alcoholic_Beverages_Average","countyName","stateName","2021_Alcoholic_Beverages_Average","2026_Alcoholic_Beverages_Average","2021_Lunch_Away_from_Home_Average","2021_Dinner_Away_from_Home_Average","2021_Breakfast_and_Brunch_Away_from_Home_Average","2026_Lunch_Away_from_Home_Average","2026_Dinner_Away_from_Home_Average","2026_Breakfast_and_Brunch_Away_from_Home_Average","2021_Bakery_Cereal_Products_Average","2021_Flour_Average","2021_Rice_Average","2021_Pasta_Cornmeal_Other_Cereal_Products_Average","2021_Bread_Average","2026_Bakery_Cereal_Products_Average","2026_Flour_Average","2026_Rice_Average","2026_Pasta_Cornmeal_Other_Cereal_Products_Average","2026_Bread_Average","2021_Dairy_Products_Average","2021_Fruit_Vegetables_Average","2026_Dairy_Products_Average","2026_Fruit_Vegetables_Average","2021_Meat_Poultry_Fish_Eggs_Average","2021_Beef_Average","2021_Pork_Average","2021_Poultry_Average","2021_Seafood_Average","2021_Eggs_Average","2026_Meat_Poultry_Fish_Eggs_Average","2026_Beef_Average","2026_Pork_Average","2026_Poultry_Average","2026_Seafood_Average","2026_Eggs_Average","2021_Annual_Budget_Expenditures_Average","2021_Food_Away_from_Home_Average","2021_Food_Average","2021_Food_at_Home_Average","2026_Food_Away_from_Home_Average","2026_Annual_Budget_Expenditures_Average","2026_Food_Average","2026_Food_at_Home_Average"
"12011",12,8345.35433691756,4872.4347311828,1211.04831541219,837.812795698925,3472.91956989247,7609.30014336918,4392.82544802867,1017.32519713262,780.850537634409,3216.47483870968,670.356129032258,8.76960573476702,26.5042652329749,35.9170609318996,127.201827956989,359.351433691756,240.369283154122,216.340896057348,185.996093189964,54.5386738351255,554.623369175627,1110.59992831541,1407.80372759857,310.780860215054,614.514731182796,582.810860215054,6.26673835125448,22.4622580645161,32.2953405017921,111.718387096774,290.583261648746,193.728315412186,185.076953405018,163.539462365591,51.1150537634409,484.26164874552,1001.19440860215,1428.96003584229,290.230107526882,579.62917562724,"Broward ","Florida",605,688.75,1138.18,1731.86,369.06,1296.25,1972.25,420.25,668.03,13.21,36.39,49.3,128.24,760.3,15.05,41.47,56.13,145.95,523.45,1024.73,595.75,1166.33,1127.6,297.66,207.38,220.44,180.41,72.79,1283.4,338.73,235.99,251.03,205.33,82.89,75869.09,3681.97,8919.37,5237.4,4193.2,86345.92,10154.43,5961.24
"12013",12,4841.13,2930.55666666667,747.423333333333,455.6,1910.57333333333,4681.65,2819.03,646.09,462.233333333333,1862.62,409.366666666667,8.84666666666667,11.44,21.2333333333333,78.8266666666667,238.186666666667,176.013333333333,119.753333333333,85.1466666666667,34.28,338.866666666667,671.25,703.463333333333,177.943333333333,274.36,383.776666666667,4.91666666666667,11.2,18.34,75.9433333333333,195.63,142.653333333333,106.796666666667,80.2633333333333,33.0166666666667,326.27,614.413333333333,799.843333333333,170.266666666667,278.36,"Calhoun ","Florida",311.92,343.79,794.18,1079.71,243.11,875.42,1190.11,267.97,510.72,10.82,21.33,33.38,99.2,562.89,11.93,23.51,36.79,109.34,366.39,687.55,403.79,757.78,850.02,245.07,196.6,143.93,103.72,49.86,936.87,270.1,216.68,158.64,114.32,54.96,49466.79,2357.17,6212.85,3855.68,2598.22,54521.97,6847.77,4249.55
"12015",12,6735.39956521739,4035.57217391304,1004.74173913043,687.168695652174,2699.82739130435,6243.21217391304,3705.98086956522,850.141739130435,656.628260869565,2537.22826086957,557.116086956522,8.4195652173913,19.0726086956522,28.2765217391304,108.71,304.147391304348,212.39652173913,169.134782608696,145.337826086957,46.7573913043478,461.576956521739,895.406086956522,1077.43956521739,253.21347826087,451.983043478261,498.386956521739,5.61913043478261,16.9008695652174,25.8508695652174,97.7078260869565,246.550434782609,171.640434782609,147.37,129.314347826087,43.9617391304348,416.205652173913,810.866956521739,1128.45652173913,233.289565217391,434.989130434783,"Charlotte ","Florida",519.34,591.89,968.48,1412.85,313.61,1103.36,1609.73,357.3,591.88,10.91,28.8,41.36,115.83,674.26,12.42,32.8,47.1,131.97,471.16,901.33,536.74,1026.98,992.52,266.18,196.82,181.22,152.17,61.7,1130.76,303.13,224.18,206.49,173.5,70.28,65247.86,3028.33,7662.95,4634.62,3449.97,74342.97,8729.79,5279.83
"12017",12,5755.07888888889,3468.20444444444,863.885555555556,587.155,2286.87388888889,5349.49555555556,3192.67333333333,732.870555555556,564.537777777778,2156.82388888889,476.069444444444,7.61277777777778,15.9672222222222,23.9861111111111,93.4788888888889,264.228333333333,186.281666666667,143.323333333333,122.633888888889,41.1361111111111,396.356666666667,775.342222222222,903.170555555556,215.969444444444,372.329444444444,427.380555555556,4.925,14.2122222222222,22.075,84.4622222222222,214.905,150.37,126.293888888889,109.313888888889,38.5961111111111,358.547777777778,702.546111111111,958.289444444444,196.022777777778,358.195,"Citrus ","Florida",458.66,523.58,860.46,1250.36,280.18,981.88,1427.09,319.74,523.2,9.52,26.01,36.35,103.24,597.02,10.86,29.68,41.48,117.81,416.87,802.43,475.68,915.72,877.02,233.64,174.06,161.36,134.78,55.48,1000.78,266.57,198.57,184.15,153.86,63.3,57467.28,2685.11,6793.94,4108.83,3064.35,65587.12,7752.87,4688.52
"12019",12,7707.1025,4515.0215,1126.8835,751.8395,3192.0805,7176.167,4151.19,958.098,718.611,3024.977,623.207,8.8855,22.9995,32.839,117.0375,343.2695,234.3135,195.8145,159.69,49.462,514.4215,1044.3745,1270.4825,284.5615,533.443,555.0175,6.1715,19.5365,29.549,105.99,278.739,189.0795,170.6495,145.077,47.0425,462.4375,952.1355,1339.1065,266.8015,523.904,"Clay ","Florida",599.86,668.77,1182.89,1757.87,373.14,1319.46,1960.28,416.16,692.13,13.79,34.18,50.26,130.2,772.03,15.38,38.11,56.06,145.23,536.95,1036.04,598.96,1155.54,1161.21,317.89,222.92,219.46,174.37,72.67,1295.02,354.54,248.66,244.73,194.4,81.06,78444.78,3765.51,9165.84,5400.33,4199.63,87497.8,10223.02,6023.39
"12021",12,10425.0592307692,6183.79576923077,1540.1225,1067.92269230769,4241.26326923077,9122.82134615385,5338.04346153846,1233.1625,960.682692307692,3784.77673076923,847.155192307692,11.7575,31.4055769230769,43.8044230769231,164.128846153846,461.130576923077,316.275384615385,265.47,234.584615384615,71.6388461538462,704.179230769231,1389.39076923077,1716.56692307692,391.602307692308,719.662307692308,709.481346153846,7.77365384615385,25.7328846153846,38.0884615384615,138.219423076923,354.876538461538,240.602307692308,219.750769230769,196.415384615385,63.6938461538462,591.661153846154,1198.87442307692,1694.97634615385,341.695576923077,656.755,"Collier ","Florida",769.02,867.67,1420.94,2128.39,464.01,1604.76,2401.83,523.67,850.18,16.04,44.21,60.77,166.3,960.76,18.15,49.9,68.73,187.85,677.15,1313.37,765.51,1483.14,1429.54,376.71,271.88,270.19,227.65,92.14,1614.7,426.02,307.47,304.82,256.58,104.07,95934.02,4534.1,11208.38,6674.28,5118.78,108358.46,12659.52,7540.74
"12023",12,5441.635,3232.365,813.80625,528.42125,2209.27125,5239.735,3091.10125,715.3075,522.455,2148.635,449.28875,7.32375,15.5825,23.34,85.63125,251.54,175.535,137.71375,107.73375,36.5125,368.4625,742.795,853.59625,203.76375,362.15625,416.29625,4.96625,13.81875,21.04875,81.24625,210.21875,148.79375,124.3225,99.79125,35.85875,348.3925,691.07125,939.28125,194.13625,357.76375,"Columbia ","Florida",422.72,477.49,883.11,1253.18,275.67,997.63,1415.55,311.38,529.3,10.68,24.9,37.09,101.19,597.97,12.06,28.11,41.9,114.32,404.54,769.8,457.04,869.6,894.91,247.67,184.39,162.91,127.2,54.2,1011.01,279.84,208.39,183.99,143.66,61.22,56824.2,2712.73,6821.9,4109.17,3064.24,64193.74,7706.4,4642.16
"12027",12,5694.104,3411.106,857.014,560.556,2282.998,5364.042,3185.306,734.908,544.58,2178.736,471.712,8.064,15.864,24.276,91.122,264.982,187.256,143.454,113.408,39.588,389.896,774.756,881.314,212.828,369.844,427.702,5.1,14.212,21.806,84.038,216.564,153.428,126.76,103.41,37.61,358.902,706.626,953.218,197.878,362.224,"DeSoto ","Florida",347.79,387.09,691.42,1013.15,225.75,769.31,1127.36,251.23,412.2,8.1,20.87,29.13,81,458.58,9.01,23.23,32.41,90.13,324.19,624.62,360.73,695.09,699,188,138.3,130.98,104.68,45.37,777.64,209.11,153.82,145.74,116.5,50.5,45066.16,2174.31,5407.96,3233.66,2419.41,50144.83,6017.16,3597.75
"12029",12,5134.235,3112.625,786.54,501.135,2021.615,4791.81,2889.515,661.635,488.355,1902.29,431.4,8.605,12.84,22.12,84.085,246.815,179.97,127.335,97.52,37.01,358.61,702.825,762.185,190.165,305.025,390.605,4.85,11.975,19.285,77.545,198.54,142.76,110.455,88.005,34.535,331.365,626.305,825.43,175.105,295.48,"Dixie ","Florida",413.83,462.88,862.64,1204.47,273.73,963.69,1345.95,305.87,532.78,10.39,25.28,36.45,104.71,594.83,11.59,28.25,40.71,116.92,414.58,786.47,463.05,878.67,885.54,244.24,187.67,157.54,123.48,55.81,988.82,272.59,209.39,176.03,138.05,62.35,55825.82,2625.32,6765.12,4139.8,2933.47,62372.52,7556.58,4623.11
"12031",12,7123.755,4163.5774,1039.51733333333,703.432333333333,2960.17766666667,6649.81266666667,3842.93326666667,893.625466666667,668.2962,2806.87946666667,573.9846,7.7648,22.5542,30.4675333333333,108.4248,311.497933333333,210.703533333333,184.761866666667,152.699933333333,46.2067333333333,471.887866666667,960.238,1184.68673333333,266.409266666667,518.5866,510.4942,5.666,19.0885333333333,27.645,98.0472,257.0392,174.626666666667,161.963266666667,137.5338,44.2550666666667,424.103733333333,880.072466666667,1242.46353333333,251.9522,504.9352,"Duval ","Florida",539.78,612.55,1044.73,1562.64,333.8,1186.45,1774.17,378.93,607.06,12.09,32.06,44.79,115.01,688.98,13.73,36.42,50.84,130.54,471,917.03,534.62,1040.97,1027.16,275.86,192.5,199.47,158.92,64.81,1165.7,312.98,218.47,226.49,180.34,73.61,68615.68,3339.44,8099.31,4759.87,3791.91,77877.1,9194.57,5402.66
"12033",12,6171.88465517241,3631.99724137931,908.998965517241,606.678103448276,2539.88706896552,5754.41431034483,3355.18672413793,779.340344827586,576.86724137931,2399.22775862069,503.504482758621,7.17793103448276,18.7836206896552,26.3244827586207,95.4825862068966,275.158965517241,188.698793103448,158.45,128.445172413793,40.3191379310345,412.394482758621,832.964655172414,1005.76275862069,231.593275862069,436.383448275862,449.203275862069,5.12413793103448,16,23.5693103448276,86.7963793103448,225.148620689655,156.423448275862,138.89275862069,115.669827586207,38.5048275862069,373.218620689655,757.241379310345,1058.35051724138,216.795862068966,422.901379310345,"Escambia ","Florida",488.2,554.79,948.91,1402.8,303.57,1078.35,1594.19,344.96,566.89,11.2,28.1,41.17,107.52,644.25,12.73,31.93,46.79,122.19,437.93,840.07,497.7,954.67,956.7,261.56,185.5,179.25,143.82,58.38,1087.2,297.28,210.84,203.66,163.41,66.34,62821.08,3003.38,7420.04,4416.66,3413.12,71393.57,8432.39,5019.27
"12035",12,7259.84,4333.99166666667,1083.68166666667,730.905,2925.845,6824.49333333333,4025.82166666667,925.013333333333,710.596666666667,2798.66833333333,596.146666666667,9.19,20.4483333333333,30.38,115.661666666667,330.241666666667,232.416666666667,181.466666666667,154.655,50.0966666666667,494.345,979.756666666667,1163.35333333333,271.831666666667,475.03,539.686666666667,6.09333333333333,18.0216666666667,27.8516666666667,105.513333333333,269.51,187.368333333333,160.821666666667,139.785,47.3783333333333,451.321666666667,896.496666666667,1249.71,251.421666666667,470.445,"Flagler ","Florida",552.52,626.68,1026.38,1519.68,329.66,1164.48,1723.8,373.99,616.87,11.59,29.7,43.94,117.93,699.74,13.14,33.7,49.84,133.78,485.9,931.58,551.2,1056.81,1038.09,282.56,201.43,191.27,159.23,63.14,1177.52,320.52,228.5,216.98,180.57,71.64,69262.5,3244.57,8069.77,4825.2,3680.75,78565.39,9154.49,5473.74
"12037",12,5124.89666666667,3103.46333333333,787.066666666667,494.793333333333,2021.43666666667,4676.58,2822.13666666667,644.576666666667,471.49,1854.44666666667,431.456666666667,8.88,12.4766666666667,22.21,83.7866666666667,247.723333333333,181.92,126.88,95.4066666666667,36.6066666666667,358.276666666667,702.78,758.753333333333,189.303333333333,299.6,383.2,4.82,11.3833333333333,18.5933333333333,75.9833333333333,194.326666666667,140.593333333333,106.483333333333,83.2466666666667,33.32,326.043333333333,608.94,801.113333333333,171.143333333333,284.033333333333,"Franklin ","Florida",478.6,530.47,1022.17,1424.14,318.99,1132.79,1578.13,353.47,635.9,12.95,29.14,43.76,123.39,704.85,14.35,32.29,48.5,136.76,492.85,921.97,546.38,1021.87,1057.25,295.06,226.43,185.77,143.74,65.17,1171.84,327.08,251.01,205.85,159.29,72.22,66170.89,3103.96,8018.55,4914.6,3439.72,73344.18,8887.09,5447.37
"12039",12,5599.36111111111,3323.52222222222,839.162222222222,540.416666666667,2275.83666666667,5358.37111111111,3150.49777777778,733.291111111111,532.006666666667,2207.87222222222,461.022222222222,7.66666666666667,16.2011111111111,23.9222222222222,87.4511111111111,258.47,182.645555555556,143.023333333333,110.543333333333,37.4444444444444,377.388888888889,765.885555555556,880.785555555556,208.462222222222,367.921111111111,422.52,5.00222222222222,14.29,21.6666666666667,81.97,215.336666666667,152.191111111111,128.458888888889,102.994444444444,36.4088888888889,352.851111111111,707.665555555556,968.073333333333,198.33,369.641111111111,"Gadsden ","Florida",350.63,398.72,755.18,1071.68,237.96,858.61,1218.59,270.57,462.07,9.34,22.09,32.03,89.34,525.28,10.62,25.11,36.41,101.57,345.39,664.34,392.68,755.35,776,214.44,160.93,141.42,109.75,47.37,882.17,243.77,182.92,160.79,124.79,53.86,48506.62,2319.47,5877.59,3558.12,2637.39,55153.54,6682.47,4045.07
"12041",12,5233.675,3149.1,800.9,495.525,2084.575,5022.075,2993.405,688.055,496.77,2028.67,438.165,8.955,13.21,22.84,83.84,253.415,184.955,130.48,95.095,36.51,362.785,725.09,779.6,192.055,307.12,405.48,5.05,12.38,19.835,79.565,206.725,148.425,116.07,89.44,34.855,343.18,664.14,878.565,182.875,312.155,"Gilchrist ","Florida",374.47,424.19,803.25,1126.45,248.5,909.54,1275.67,281.42,480.07,9.65,22.36,33.41,92.58,543.58,10.93,25.32,37.83,104.82,369.23,698.47,418.13,791.02,809.04,224.75,171.19,144.99,112.15,49.93,916.02,254.44,193.77,164.19,127.03,56.55,51350.79,2448.69,6177.16,3728.47,2773.02,58152.36,6994.86,4221.84
"12043",12,5759.79,3459.56333333333,868.31,569.31,2300.22333333333,5543.27333333333,3298.44,761.776666666667,569.563333333333,2244.83,476.473333333333,8.26666666666667,15.8866666666667,24.3866666666667,92.29,269.14,191.283333333333,144.25,115.643333333333,40.6833333333333,394.91,788.666666666667,888.01,214.65,364.01,441.286666666667,5.24666666666667,14.5833333333333,22.6633333333333,87.0033333333333,225.246666666667,158.723333333333,131.53,108.733333333333,39.6333333333333,370.6,734.423333333333,988,202.036666666667,364.57,"Glades ","Florida",421.87,466.08,877.07,1250.53,284.07,969.67,1382.38,313.99,532.17,10.42,26.08,36.85,106.19,588.45,11.53,28.82,40.75,117.41,420.38,795.79,464.75,879.62,895.73,246.11,189.7,160.94,124.46,58.76,990.49,272.22,209.86,177.91,137.54,64.96,56647.98,2710.96,6878.85,4167.89,2996.85,62623.02,7605.06,4608.21
"12045",12,5384.38,3236.28,814.326666666667,531.523333333333,2148.1,5086.82666666667,3044.08333333333,694.776666666667,521.226666666667,2042.74333333333,449.713333333333,8.03,14.1433333333333,23.1033333333333,87.2133333333333,251.72,179.676666666667,134.486666666667,106.506666666667,37.3633333333333,372.363333333333,722.733333333333,829.2,200.396666666667,342.07,412.576666666667,4.90333333333333,13.1033333333333,20.7633333333333,80.9833333333333,205.566666666667,145.516666666667,117.003333333333,97.2733333333333,35.5766666666667,348.113333333333,654.976666666667,891.766666666667,190.43,336.506666666667,"Gulf ","Florida",396.99,435.63,871.36,1215.44,272.31,957.82,1335.43,299.26,555.36,11.36,24.32,37.84,107.58,610.58,12.48,26.72,41.57,118.31,422.26,785.21,464.04,862.93,921.84,261.41,202.29,158.35,121.38,55.34,1013.44,287.44,222.63,174,133.29,60.84,56636.57,2642.11,6893.6,4251.49,2903.23,62226.05,7576.92,4673.68
"12047",12,4574.41333333333,2775.34666666667,710.893333333333,426.203333333333,1799.06333333333,4459.17666666667,2696.56666666667,624.85,436.683333333333,1762.61333333333,387.913333333333,8.55666666666667,10.7566666666667,20.1033333333333,74.8166666666667,226.313333333333,170.076666666667,114.02,79.3666666666667,32.8866666666667,318.883333333333,640.756666666667,653.806666666667,168.9,253.35,366.043333333333,4.81666666666667,10.71,17.4266666666667,72.9833333333333,189.253333333333,140.4,103.79,75.5033333333333,32.1566666666667,310.406666666667,587.746666666667,754.603333333333,160.86,255.153333333333,"Hamilton ","Florida",321.95,357.76,826.65,1123.03,254.36,918.41,1247.72,282.6,533.93,11.16,22.31,34.8,104.5,593.18,12.4,24.79,38.66,116.1,384.34,719.47,427.01,799.36,887.48,256.12,207.27,149.13,107.16,52.55,985.95,284.53,230.25,165.69,119.07,58.38,51477.54,2451.72,6484.32,4032.6,2723.92,57193.18,7204.07,4480.15
"12049",12,5634.175,3397.885,866.21,538.8825,2236.295,5299.4675,3171.4675,734.8075,526.15,2127.995,471.5275,9.44,14.72,24.4625,90.46,274.3825,197.8125,142.2225,104,39.9075,389.78,780.4675,834.6075,208.3725,332.985,427.6625,5.4975,13.355,20.93,84.5225,220.8325,159.1975,124.72,94.3825,37.7875,362.02,703.005,917.2375,193.2775,323.5,"Hardee ","Florida",347.11,389.82,752.57,1085.71,243.3,845.32,1219.55,273.35,442.15,9.37,22.29,31.2,87.26,496.45,10.52,25.05,35.03,98.01,340.72,654.99,382.62,735.68,755.52,207.91,155.73,140.52,105.54,50.2,848.39,233.4,174.85,157.85,118.54,56.43,47635.77,2348.9,5805.68,3456.77,2638.56,53494.69,6520.31,3881.75
"12051",12,5669.12666666667,3367.1,850.051666666667,560.663333333333,2302.02333333333,5462.14833333333,3195.165,747.193333333333,553.778333333333,2266.98333333333,460.84,7.52333333333333,17.8066666666667,24.325,87.465,261.765,178.946666666667,148.166666666667,116.458333333333,39.23,381.628333333333,774.473333333333,894.83,210.278333333333,378.3,421.211666666667,5.015,15.5366666666667,22.5383333333333,81.82,219.725,149.321666666667,133.963333333333,109.676666666667,38.4533333333333,354.2,730.393333333333,992.023333333333,204.103333333333,380.126666666667,"Hendry ","Florida",376.03,420.01,793.58,1153.36,257.75,886.89,1288.51,288,452.73,9.49,23.55,32.23,88.43,505.88,10.6,26.3,36,98.81,353.71,690.86,395.19,771.97,774.13,208.25,153.09,148.43,113.38,52.85,865.03,232.67,171.13,165.85,126.67,59.05,50251.14,2492.89,6067.02,3574.13,2785.31,56149.75,6779.13,3993.82
"12053",12,5959.7624,3581.4696,892.994,604.872,2378.2932,5622.2952,3347.0404,768.2408,588.922,2275.2564,494.1516,7.8048,16.608,25.008,96.53,272.3316,191.2748,149.2508,126.3596,41.8092,409.6976,798.0688,940.6568,223.7352,392.0636,450.0324,5.1556,15.0508,23.1844,88.4596,224.1288,156.92,132.6184,114.4952,39.922,376.5884,733.5416,1008.4908,208.5528,383.9552,"Hernando ","Florida",435.07,491.41,852.91,1227.77,270.92,964.08,1387.5,306.11,522.59,10.24,24.3,36.83,100.58,590.6,11.58,27.45,41.63,113.64,411.71,774.36,465.21,874.84,878.05,241.75,179.17,157.82,127.15,53.44,992.31,273.3,202.56,178.32,143.59,60.38,56738.08,2646.78,6715.73,4068.96,2991.44,64120.45,7589.63,4598.19
"12055",12,5440.52588235294,3275.27411764706,818.987647058824,551.964117647059,2165.25294117647,5133.14764705882,3066.30235294118,705.71,537.480588235294,2066.84588235294,451.807647058824,7.29294117647059,15.4423529411765,23.0282352941176,88.4729411764706,249.836470588235,175.842941176471,137.195294117647,114.965294117647,38.7011764705882,374.127058823529,730.197058823529,850.092941176471,204.793529411765,358.726470588235,411.317058823529,4.77647058823529,13.9852941176471,21.2205882352941,81.2588235294118,206.107058823529,145.125294117647,122.048823529412,103.95,36.9182352941177,344.564117647059,669.925294117647,912.073529411765,190.741176470588,347.735294117647,"Highlands ","Florida",414.56,469.8,793.47,1152.29,258.55,899.29,1305.88,293.02,483.8,9.05,23.9,33.8,95.1,548.32,10.26,27.08,38.3,107.77,383.25,734.87,434.34,832.82,812.95,218.21,161.93,149.69,122.94,51.27,921.36,247.33,183.54,169.64,139.31,58.11,52676.36,2476.65,6267.15,3790.5,2806.86,59700.15,7102.79,4295.93
"12057",12,7688.73104417671,4486.94329317269,1117.87606425703,761.377831325301,3201.78767068273,7105.99329317269,4099.55024096386,950.914417670683,718.519879518072,3006.44329317269,617.207469879518,8.33931726907631,24.2598393574297,32.9313253012048,116.522771084337,335.117670682731,225.317309236948,198.797550200803,166.074297188755,49.9987550200803,509.579437751004,1036.59963855422,1285.03397590361,286.375823293173,559.613694779116,543.682329317269,5.98799196787149,20.4893975903614,29.7388353413655,104.233333333333,273.881606425703,183.986947791165,172.46313253012,148.370481927711,47.4477108433735,452.591967871486,942.545060240964,1332.02738955823,268.616506024096,537.47265060241,"Hillsborough ","Florida",586.09,665.06,1144.39,1714.57,365.85,1299.58,1946.56,415.26,659.12,13.28,35.65,48.68,125.74,747.77,15.07,40.46,55.24,142.63,514.18,1004.85,583.37,1140.09,1112.97,296.42,207.89,217.75,173.14,72.22,1262.53,336.28,235.79,247.12,196.31,81.97,74935.16,3666.97,8842.27,5175.3,4163.71,85040.5,10035.78,5872.08
"12059",12,4922.6475,2988.835,762.0625,465.6725,1933.815,4738.755,2864.7425,653.8875,470.91,1874.015,417.72,9.2375,11.45,21.7,80.8,242.485,179.9175,121.7725,86.4425,35.18,346.68,678.5525,710.84,180.685,278.3725,390.6725,5.015,11.3425,18.645,77.43,198.1725,144.5925,107.1975,81.105,33.57,333.06,616.9,802.7375,173.605,281.4975,"Holmes ","Florida",322.46,356.79,831.95,1126.08,252.79,920.63,1246.1,279.74,534.31,11.31,21.63,35.14,104.07,591.29,12.52,23.93,38.89,115.17,390.09,716.86,431.65,793.27,894.71,260.19,212.09,148.17,105.24,52.41,990.1,287.94,234.71,163.96,116.46,57.99,51877.78,2460.65,6508.37,4047.72,2722.91,57406.14,7202.17,4479.26
"12061",12,8824.1647826087,5242.14217391304,1304.2247826087,896.843043478261,3582.02347826087,7711.96782608696,4523.52173913043,1042.75043478261,805.176086956522,3188.44652173913,722.447826086957,10.1621739130435,25.7104347826087,36.8460869565217,139.577826086957,391.575652173913,271.918695652174,222.856086956522,193.99652173913,59.644347826087,597.559130434783,1175.33304347826,1448.47086956522,330.880869565217,602.367826086956,606.445217391304,6.67739130434783,21.0634782608696,31.8565217391304,117.802608695652,300.04,206.748260869565,183.845652173913,162.852608695652,52.9017391304348,503.724347826087,1008.92173913043,1428.5352173913,287.806086956522,553.394347826087,"Indian River ","Florida",579.57,659.2,1073.31,1601.98,351.18,1220.59,1821.95,399.37,648.57,12.16,32.54,46.34,125.68,737.71,13.84,37,52.72,142.92,511.92,988.07,582.31,1123.75,1091.87,292.11,209.07,204.38,170.9,68.26,1241.82,332.31,237.8,232.39,194.3,77.63,72461.88,3414.18,8489.46,5075.28,3883.02,82423.28,9655.48,5772.47
"12063",12,5327.00363636364,3209.82818181818,814.613636363636,509.525454545455,2117.17272727273,5051.36090909091,3030.75,695.428181818182,503.999090909091,2020.61181818182,447.301818181818,8.97363636363636,13.4527272727273,23.2509090909091,86.1854545454545,256.176363636364,186.483636363636,132.984545454545,98.3509090909091,37.3827272727273,369.57,731.705454545455,792.797272727273,197.007272727273,320.427272727273,410.932727272727,5.14181818181818,12.5827272727273,20.1145454545455,81.1,208.543636363636,150.504545454545,116.446363636364,90.4009090909091,35.5418181818182,348.272727272727,659.780909090909,872.09,185.75,315.207272727273,"Jackson ","Florida",362.96,400.68,824.36,1148.56,254.36,910.7,1268.58,280.96,516.13,10.72,22.39,35.08,99.33,570.28,11.84,24.72,38.76,109.77,385.11,719.28,425.5,794.59,866.91,246.33,191.27,150.23,113.22,51.13,957.82,272.22,211.45,165.92,125,56.49,52691.98,2493.14,6441.32,3948.18,2753.82,58202.91,7116.03,4362.21
"12065",12,6245.295,3776.615,961.07,592.285,2468.68,5785.61,3484.75,796.85,574.755,2300.86,527.305,11.15,15.025,27.305,101.685,305.18,223.75,154.63,111.72,44.13,436.205,861.875,913.31,230.33,362.345,473.92,6.015,14,22.845,93.72,240.94,174.645,131.71,100.5,40.815,403.27,755.68,988.57,211.555,350.385,"Jefferson ","Florida",405.01,463.07,876.14,1231.77,272.1,1003.48,1410.07,311.5,535.86,10.8,24.27,36.95,103.21,613.79,12.38,27.77,42.3,118.22,404.87,765.14,463.57,875.88,900.81,252.47,192.4,159.47,123.48,54.2,1031.92,289.32,220.65,182.59,141.25,62.07,56395.77,2670.78,6797.96,4127.18,3057.71,64558.03,7784.6,4726.88
"12067",12,5429.785,3305.195,844.33,511.36,2124.59,5291.745,3211.01,732.995,525.445,2080.73,461.975,10.56,12.31,23.975,89.51,269.335,201.665,134.135,93.945,39.18,383.32,750.91,774.65,198.93,299.65,437.895,5.685,12.535,20.83,87.035,223.12,163.555,119.4,89.375,37.835,374.19,688.025,888.63,193.24,307,"Lafayette ","Florida",395.14,434.68,913.44,1254.2,274.96,1004.65,1379.43,302.4,545.21,11.33,23.79,37.17,104.33,599.56,12.45,26.17,40.87,114.73,409.5,767.44,450.31,843.99,927.16,262.29,205.31,162.51,121.4,55.12,1019.61,288.42,225.74,178.75,133.54,60.61,57032.86,2735.58,6945.49,4209.91,3008.73,62727.1,7638.39,4629.66
"12069",12,6577.86125,3916.6028125,975.2590625,659.3659375,2661.259375,6234.4346875,3676.8990625,844.8046875,643.56125,2557.535625,541.246875,8.143125,18.7940625,27.756875,104.313125,296.8225,205.8378125,165.548125,138.40375,44.5596875,447.654375,881.645,1056.45,245.75625,444.6934375,494.00875,5.6025,16.8359375,25.7240625,96.1203125,245.8575,170.4465625,147.2284375,126.7396875,43.0075,412.535,816.000625,1132.35625,232.09125,438.8625,"Lake ","Florida",517.06,583.06,980.51,1443.55,315.04,1105.77,1628.09,355.09,584.2,10.99,28.79,41.49,112.57,658.6,12.4,32.43,46.79,126.83,459.56,886.39,518.07,999.04,982.95,265.07,190.33,183.55,151.09,61.19,1108.22,299,214.58,206.93,170.25,68.95,65449.95,3091.98,7668.62,4576.64,3487.25,73809.28,8646.78,5159.53
