state_alpha,statisticcat_desc,domaincat_desc,watershed_desc,domain_desc,state_fips_code,sector_desc,county_ansi,county_code,prodn_practice_desc,county_name,country_code,week_ending,source_desc,freq_desc,util_practice_desc,year,unit_desc,Value,region_desc,short_desc,begin_code,zip_5,commodity_desc,asd_code,agg_level_desc,class_desc,reference_period_desc,CV (%),congr_district_code,location_desc,watershed_code,state_ansi,country_name,state_name,end_code,group_desc,asd_desc,load_time
PA,PRODUCTION,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,587,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,00,SPECIALTY,,2012-01-01 00:00:00
PA,PRODUCTION,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,427,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,00,SPECIALTY,,2012-01-01 00:00:00
RI,PRODUCTION,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,72,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,31.5,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,00,SPECIALTY,,2018-02-01 00:00:00
RI,PRODUCTION,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,71,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,22.3,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,00,SPECIALTY,,2012-12-31 00:00:00
RI,PRODUCTION,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,31,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,00,SPECIALTY,,2012-01-01 00:00:00
RI,PRODUCTION,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,20,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,00,SPECIALTY,,2012-01-01 00:00:00
RI,PRODUCTION,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,16,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,00,SPECIALTY,,2012-01-01 00:00:00
SC,PRODUCTION,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,619,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,16.1,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,00,SPECIALTY,,2018-02-01 00:00:00
SC,PRODUCTION,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,499,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,9.4,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,00,SPECIALTY,,2012-12-31 00:00:00
SC,PRODUCTION,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,239,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,00,SPECIALTY,,2012-01-01 00:00:00
SC,PRODUCTION,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,116,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,00,SPECIALTY,,2012-01-01 00:00:00
SC,PRODUCTION,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,103,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,00,SPECIALTY,,2012-01-01 00:00:00
SD,PRODUCTION,NOT SPECIFIED,,TOTAL,46,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,191,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,33.3,,SOUTH DAKOTA,00000000,46,UNITED STATES,SOUTH DAKOTA,00,SPECIALTY,,2018-02-01 00:00:00
SD,PRODUCTION,NOT SPECIFIED,,TOTAL,46,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,142,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,7.7,,SOUTH DAKOTA,00000000,46,UNITED STATES,SOUTH DAKOTA,00,SPECIALTY,,2012-12-31 00:00:00
SD,PRODUCTION,NOT SPECIFIED,,TOTAL,46,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,117,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH DAKOTA,00000000,46,UNITED STATES,SOUTH DAKOTA,00,SPECIALTY,,2012-01-01 00:00:00
SD,PRODUCTION,NOT SPECIFIED,,TOTAL,46,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,112,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH DAKOTA,00000000,46,UNITED STATES,SOUTH DAKOTA,00,SPECIALTY,,2012-01-01 00:00:00
SD,PRODUCTION,NOT SPECIFIED,,TOTAL,46,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,140,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,SOUTH DAKOTA,00000000,46,UNITED STATES,SOUTH DAKOTA,00,SPECIALTY,,2012-01-01 00:00:00
TN,PRODUCTION,NOT SPECIFIED,,TOTAL,47,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,1408,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,9.5,,TENNESSEE,00000000,47,UNITED STATES,TENNESSEE,00,SPECIALTY,,2018-02-01 00:00:00
TN,PRODUCTION,NOT SPECIFIED,,TOTAL,47,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,1041,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,3.9,,TENNESSEE,00000000,47,UNITED STATES,TENNESSEE,00,SPECIALTY,,2012-12-31 00:00:00
TN,PRODUCTION,NOT SPECIFIED,,TOTAL,47,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,840,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TENNESSEE,00000000,47,UNITED STATES,TENNESSEE,00,SPECIALTY,,2012-01-01 00:00:00
TN,PRODUCTION,NOT SPECIFIED,,TOTAL,47,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,556,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TENNESSEE,00000000,47,UNITED STATES,TENNESSEE,00,SPECIALTY,,2012-01-01 00:00:00
TN,PRODUCTION,NOT SPECIFIED,,TOTAL,47,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,262,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TENNESSEE,00000000,47,UNITED STATES,TENNESSEE,00,SPECIALTY,,2012-01-01 00:00:00
TX,PRODUCTION,NOT SPECIFIED,,TOTAL,48,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,2660,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,14.3,,TEXAS,00000000,48,UNITED STATES,TEXAS,00,SPECIALTY,,2018-02-01 00:00:00
TX,PRODUCTION,NOT SPECIFIED,,TOTAL,48,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,915,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,5.2,,TEXAS,00000000,48,UNITED STATES,TEXAS,00,SPECIALTY,,2012-12-31 00:00:00
TX,PRODUCTION,NOT SPECIFIED,,TOTAL,48,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,592,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TEXAS,00000000,48,UNITED STATES,TEXAS,00,SPECIALTY,,2012-01-01 00:00:00
TX,PRODUCTION,NOT SPECIFIED,,TOTAL,48,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,497,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TEXAS,00000000,48,UNITED STATES,TEXAS,00,SPECIALTY,,2012-01-01 00:00:00
TX,PRODUCTION,NOT SPECIFIED,,TOTAL,48,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,416,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,TEXAS,00000000,48,UNITED STATES,TEXAS,00,SPECIALTY,,2012-01-01 00:00:00
UT,PRODUCTION,NOT SPECIFIED,,TOTAL,49,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,401,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,(H),,UTAH,00000000,49,UNITED STATES,UTAH,00,SPECIALTY,,2018-02-01 00:00:00
UT,PRODUCTION,NOT SPECIFIED,,TOTAL,49,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,250,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,9.8,,UTAH,00000000,49,UNITED STATES,UTAH,00,SPECIALTY,,2012-12-31 00:00:00
UT,PRODUCTION,NOT SPECIFIED,,TOTAL,49,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,158,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,UTAH,00000000,49,UNITED STATES,UTAH,00,SPECIALTY,,2012-01-01 00:00:00
UT,PRODUCTION,NOT SPECIFIED,,TOTAL,49,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,105,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,UTAH,00000000,49,UNITED STATES,UTAH,00,SPECIALTY,,2012-01-01 00:00:00
UT,PRODUCTION,NOT SPECIFIED,,TOTAL,49,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,121,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,UTAH,00000000,49,UNITED STATES,UTAH,00,SPECIALTY,,2012-01-01 00:00:00
VT,PRODUCTION,NOT SPECIFIED,,TOTAL,50,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,281,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,15.1,,VERMONT,00000000,50,UNITED STATES,VERMONT,00,SPECIALTY,,2018-02-01 00:00:00
VT,PRODUCTION,NOT SPECIFIED,,TOTAL,50,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,280,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,18.5,,VERMONT,00000000,50,UNITED STATES,VERMONT,00,SPECIALTY,,2012-12-31 00:00:00
VT,PRODUCTION,NOT SPECIFIED,,TOTAL,50,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,185,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VERMONT,00000000,50,UNITED STATES,VERMONT,00,SPECIALTY,,2012-01-01 00:00:00
VT,PRODUCTION,NOT SPECIFIED,,TOTAL,50,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,115,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VERMONT,00000000,50,UNITED STATES,VERMONT,00,SPECIALTY,,2012-01-01 00:00:00
VT,PRODUCTION,NOT SPECIFIED,,TOTAL,50,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,79,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VERMONT,00000000,50,UNITED STATES,VERMONT,00,SPECIALTY,,2012-01-01 00:00:00
VA,PRODUCTION,NOT SPECIFIED,,TOTAL,51,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,1250,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,10.6,,VIRGINIA,00000000,51,UNITED STATES,VIRGINIA,00,SPECIALTY,,2018-02-01 00:00:00
VA,PRODUCTION,NOT SPECIFIED,,TOTAL,51,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,1092,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,3.9,,VIRGINIA,00000000,51,UNITED STATES,VIRGINIA,00,SPECIALTY,,2012-12-31 00:00:00
VA,PRODUCTION,NOT SPECIFIED,,TOTAL,51,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,587,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VIRGINIA,00000000,51,UNITED STATES,VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
VA,PRODUCTION,NOT SPECIFIED,,TOTAL,51,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,386,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VIRGINIA,00000000,51,UNITED STATES,VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
VA,PRODUCTION,NOT SPECIFIED,,TOTAL,51,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,159,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,VIRGINIA,00000000,51,UNITED STATES,VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
WA,PRODUCTION,NOT SPECIFIED,,TOTAL,53,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,840,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,17.5,,WASHINGTON,00000000,53,UNITED STATES,WASHINGTON,00,SPECIALTY,,2018-02-01 00:00:00
WA,PRODUCTION,NOT SPECIFIED,,TOTAL,53,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,564,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,15.5,,WASHINGTON,00000000,53,UNITED STATES,WASHINGTON,00,SPECIALTY,,2012-12-31 00:00:00
WA,PRODUCTION,NOT SPECIFIED,,TOTAL,53,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,486,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WASHINGTON,00000000,53,UNITED STATES,WASHINGTON,00,SPECIALTY,,2012-01-01 00:00:00
WA,PRODUCTION,NOT SPECIFIED,,TOTAL,53,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,285,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WASHINGTON,00000000,53,UNITED STATES,WASHINGTON,00,SPECIALTY,,2012-01-01 00:00:00
WA,PRODUCTION,NOT SPECIFIED,,TOTAL,53,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,359,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WASHINGTON,00000000,53,UNITED STATES,WASHINGTON,00,SPECIALTY,,2012-01-01 00:00:00
WV,PRODUCTION,NOT SPECIFIED,,TOTAL,54,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,742,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,39.4,,WEST VIRGINIA,00000000,54,UNITED STATES,WEST VIRGINIA,00,SPECIALTY,,2018-02-01 00:00:00
WV,PRODUCTION,NOT SPECIFIED,,TOTAL,54,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,550,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,5.3,,WEST VIRGINIA,00000000,54,UNITED STATES,WEST VIRGINIA,00,SPECIALTY,,2012-12-31 00:00:00
WV,PRODUCTION,NOT SPECIFIED,,TOTAL,54,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,536,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WEST VIRGINIA,00000000,54,UNITED STATES,WEST VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
WV,PRODUCTION,NOT SPECIFIED,,TOTAL,54,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,267,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WEST VIRGINIA,00000000,54,UNITED STATES,WEST VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
WV,PRODUCTION,NOT SPECIFIED,,TOTAL,54,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,113,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WEST VIRGINIA,00000000,54,UNITED STATES,WEST VIRGINIA,00,SPECIALTY,,2012-01-01 00:00:00
WI,PRODUCTION,NOT SPECIFIED,,TOTAL,55,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,1276,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,26.4,,WISCONSIN,00000000,55,UNITED STATES,WISCONSIN,00,SPECIALTY,,2018-02-01 00:00:00
WI,PRODUCTION,NOT SPECIFIED,,TOTAL,55,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,921,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,5.8,,WISCONSIN,00000000,55,UNITED STATES,WISCONSIN,00,SPECIALTY,,2012-12-31 00:00:00
WI,PRODUCTION,NOT SPECIFIED,,TOTAL,55,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,611,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WISCONSIN,00000000,55,UNITED STATES,WISCONSIN,00,SPECIALTY,,2012-01-01 00:00:00
WI,PRODUCTION,NOT SPECIFIED,,TOTAL,55,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,449,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WISCONSIN,00000000,55,UNITED STATES,WISCONSIN,00,SPECIALTY,,2012-01-01 00:00:00
WI,PRODUCTION,NOT SPECIFIED,,TOTAL,55,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,409,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WISCONSIN,00000000,55,UNITED STATES,WISCONSIN,00,SPECIALTY,,2012-01-01 00:00:00
WY,PRODUCTION,NOT SPECIFIED,,TOTAL,56,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,OPERATIONS,112,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,27.1,,WYOMING,00000000,56,UNITED STATES,WYOMING,00,SPECIALTY,,2018-02-01 00:00:00
WY,PRODUCTION,NOT SPECIFIED,,TOTAL,56,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,OPERATIONS,66,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,27.5,,WYOMING,00000000,56,UNITED STATES,WYOMING,00,SPECIALTY,,2012-12-31 00:00:00
WY,PRODUCTION,NOT SPECIFIED,,TOTAL,56,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,OPERATIONS,77,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WYOMING,00000000,56,UNITED STATES,WYOMING,00,SPECIALTY,,2012-01-01 00:00:00
WY,PRODUCTION,NOT SPECIFIED,,TOTAL,56,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,OPERATIONS,52,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WYOMING,00000000,56,UNITED STATES,WYOMING,00,SPECIALTY,,2012-01-01 00:00:00
WY,PRODUCTION,NOT SPECIFIED,,TOTAL,56,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,OPERATIONS,71,,HONEY - OPERATIONS WITH PRODUCTION,00,,HONEY,,STATE,ALL CLASSES,YEAR,,,WYOMING,00000000,56,UNITED STATES,WYOMING,00,SPECIALTY,,2012-01-01 00:00:00
